artistName,kind,primaryGenreName,trackName
"Lil Wayne, Wiz Khalifa & Imagine Dragons",song,Hip-Hop/Rap,"Sucker for Pain (with Logic, Ty Dolla $ign & X Ambassadors)"
Bruno Mars,song,Pop,Grenade
The Four Seasons,song,Rock,"December, 1963 (Oh, What a Night)"
"Lin-Manuel Miranda, Anthony Ramos, Daveed Diggs, Okieriete Onaodowan, Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",song,Musicals,My Shot
John Mayer,song,Rock,Daughters
Carrie Underwood,song,Country,So Small
Michelle Williams,song,Soundtrack,Tightrope
"Jonathan Groff & Original Broadway Cast of ""Hamilton""",song,Musicals,You'll Be Back
Gloriana,song,Country,(Kissed You) Good Night
Red Hot Chili Peppers,song,Rock,Californication
Three 6 Mafia,song,Hip-Hop/Rap,"Lolli Lolli (Pop That Body) [feat. Project Pat, Young D & SuperPower]"
AC/DC,song,Hard Rock,Highway to Hell
Eagles,song,Rock,Hotel California
Panic! At the Disco,song,Alternative,This Is Gospel
Ed Sheeran,song,Pop,Afire Love
Iyaz,song,Pop,Solo
Michael Jackson,song,Pop,Remember the Time
Backstreet Boys,song,Pop,I Want It That Way
Foreigner,song,Rock,I Want to Know What Love Is
Kenny Chesney,song,Country,Summertime
gnash,song,Pop,"i hate u, i love u (feat. Olivia O'Brien)"
Tracy Chapman,song,Singer/Songwriter,Give Me One Reason
Pitbull,song,Hip-Hop/Rap,The Anthem (feat. Lil Jon)
Ed Sheeran,song,Pop,Bloodstream
The Fray,song,Rock,How to Save a Life (New Version)
The Notorious B.I.G.,song,Hip-Hop/Rap,Big Poppa (2005 Remaster)
"Original Broadway Cast of ""Hamilton"" & Renée Elise Goldsberry",song,Musicals,Satisfied
Red Hot Chili Peppers,song,Rock,Scar Tissue
Fleetwood Mac,song,Rock,Gypsy
Alicia Keys,song,R&B/Soul,If I Ain't Got You
Ca$h Out,song,Hip-Hop/Rap,Cashin' Out
Rachel Platten,song,Pop,Fight Song
Avenged Sevenfold,song,Hard Rock,Afterlife
One Direction,song,Pop,Diana
"Phillipa Soo, Jasmine Cephas Jones, Leslie Odom, Jr., Original Broadway Cast of ""Hamilton"" & Renée Elise Goldsberry",song,Musicals,The Schuyler Sisters
twenty one pilots,song,Alternative,Lane Boy
Kelly Clarkson,song,Pop,Dark Side
Loren Allred,song,Soundtrack,Never Enough (Reprise)
AC/DC,song,Hard Rock,Hells Bells
Cole Swindell,song,Country,Chillin' It
Rodney Atkins,song,Country,If You're Going Through Hell (Before the Devil Even Knows)
Taylor Swift,song,Pop,You Need To Calm Down
"Austyn Johnson, Cameron Seely & Hugh Jackman",song,Soundtrack,A Million Dreams (Reprise)
Third Eye Blind,song,Alternative,Semi-Charmed Life
Ella Henderson,song,Pop,Ghost
Matisyahu,song,Reggae,One Day
David Cook,song,Pop,Light On
Tim McGraw,song,Country,When the Stars Go Blue
R. Kelly,song,R&B/Soul,Ignition
R. City,song,Pop,Locked Away (feat. Adam Levine)
Christina Aguilera,song,Pop,Beautiful
Daughtry,song,Rock,No Surprise
Lonestar,song,Country,Amazed
Kelly Clarkson,song,Pop,Breakaway
Kid Rock,song,Hard Rock,Picture (feat. Sheryl Crow)
"Phillipa Soo & Original Broadway Cast of ""Hamilton""",song,Musicals,Helpless
Shinedown,song,Hard Rock,Sound of Madness
Toto,song,Rock,Africa
Rodney Atkins,song,Country,Take a Back Road
Panic! At the Disco,song,Alternative,Victorious
Brandi Carlile,song,Singer/Songwriter,The Story
twenty one pilots,song,Alternative,Fairly Local
B.o.B,song,Hip-Hop/Rap,Both of Us (feat. Taylor Swift)
Barry Louis Polisar,song,Soundtrack,All I Want Is You
Chicago,song,Rock,You're the Inspiration
"Lin-Manuel Miranda, Leslie Odom, Jr., Anthony Ramos, Daveed Diggs & Okieriete Onaodowan",song,Musicals,"Aaron Burr, Sir"
Panic! At the Disco,song,Alternative,Miss Jackson (feat. LOLO)
Carolina Liar,song,Pop,Show Me What I'm Looking For
Lady Gaga,song,Soundtrack,Always Remember Us This Way
James Taylor,song,Singer/Songwriter,Fire and Rain
Christina Aguilera,song,Pop,Beautiful
Daughtry,song,Rock,No Surprise
Lonestar,song,Country,Amazed
Kelly Clarkson,song,Pop,Breakaway
Kid Rock,song,Hard Rock,Picture (feat. Sheryl Crow)
"Phillipa Soo & Original Broadway Cast of ""Hamilton""",song,Musicals,Helpless
Shinedown,song,Hard Rock,Sound of Madness
Toto,song,Rock,Africa
Rodney Atkins,song,Country,Take a Back Road
Panic! At the Disco,song,Alternative,Victorious
Brandi Carlile,song,Singer/Songwriter,The Story
twenty one pilots,song,Alternative,Fairly Local
B.o.B,song,Hip-Hop/Rap,Both of Us (feat. Taylor Swift)
Barry Louis Polisar,song,Soundtrack,All I Want Is You
Chicago,song,Rock,You're the Inspiration
"Lin-Manuel Miranda, Leslie Odom, Jr., Anthony Ramos, Daveed Diggs & Okieriete Onaodowan",song,Musicals,"Aaron Burr, Sir"
Panic! At the Disco,song,Alternative,Miss Jackson (feat. LOLO)
Carolina Liar,song,Pop,Show Me What I'm Looking For
Lady Gaga,song,Soundtrack,Always Remember Us This Way
James Taylor,song,Singer/Songwriter,Fire and Rain
"Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",song,Musicals,Wait For It
Foreigner,song,Rock,Juke Box Hero
"Leslie Odom, Jr., Daveed Diggs, Christopher Jackson & Original Broadway Cast of ""Hamilton""",song,Musicals,Guns and Ships
Rodney Atkins,song,Country,Cleaning This Gun (Come on In Boy)
Phillipa Soo,song,Musicals,Burn
"Crosby, Stills & Nash",song,Rock,Southern Cross
Chris Young,song,Country,You
Kenny Chesney,song,Country,American Kids
One Direction,song,Pop,Strong
"Leslie Odom, Jr., Lin-Manuel Miranda, Daveed Diggs, Okieriete Onaodowan & Original Broadway Cast of ""Hamilton""",song,Musicals,The Room Where It Happens
USHER,song,R&B/Soul,I Don't Mind (feat. Juicy J)
David Guetta,song,Dance,Titanium (feat. Sia)
One Direction,song,Pop,History
Pentatonix,song,Holiday,Hallelujah
"Hank Williams, Jr.",song,Country,Family Tradition
"Leslie Odom, Jr., Lin-Manuel Miranda, Phillipa Soo, Christopher Jackson, Original Broadway Cast of ""Hamilton"" & Renée Elise Goldsberry",song,Musicals,Non-Stop
twenty one pilots,song,Alternative,Doubt
Billy Joel,song,Pop,Uptown Girl
Billie Eilish,song,Alternative,bad guy
Cher Lloyd,song,Pop,Want U Back
One Direction,song,Pop,Best Song Ever
DJ Khaled,song,Hip-Hop/Rap,"We Takin' Over (feat. Akon, T.I., Rick Ross, Fat Joe, Baby & Lil' Wayne)"
"Original Broadway Cast of ""Hamilton""",song,Musicals,"Who Lives, Who Dies, Who Tells Your Story"
Metallica,song,Metal,Nothing Else Matters
Kiiara,song,Pop,Gold
Jason Derulo,song,Pop,Talk Dirty (feat. 2 Chainz)
"Original Broadway Cast of ""Hamilton""",song,Musicals,Yorktown (The World Turned Upside Down)
"Leslie Odom, Jr. & Lin-Manuel Miranda",song,Musicals,Dear Theodosia
John Mayer,song,Pop,The Heart of Life
Pitbull,song,Pop,Rain Over Me (feat. Marc Anthony)
"Lin-Manuel Miranda, Phillipa Soo, Original Broadway Cast of ""Hamilton"" & Renée Elise Goldsberry",song,Musicals,It's Quiet Uptown
Ed Sheeran,song,Pop,Photograph
"Christopher Jackson, Lin-Manuel Miranda, Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",song,Musicals,Right Hand Man
Ed Sheeran,song,Pop,Supermarket Flowers
Sia,song,Pop,Cheap Thrills
Shakira,song,Pop,Give It Up to Me
"Lin-Manuel Miranda, Anthony Ramos, Okieriete Onaodowan, Daveed Diggs & Original Broadway Cast of ""Hamilton""",song,Musicals,The Story of Tonight
twenty one pilots,song,Alternative,The Judge
Unk,song,Hip-Hop/Rap,Walk It Out
Jonathan Groff,song,Musicals,What Comes Next?
Charlie Puth,song,Pop,We Don’t Talk Anymore (feat. Selena Gomez)
Rodney Atkins,song,Country,Farmer's Daughter
"Jasmine Cephas Jones, Leslie Odom, Jr., Lin-Manuel Miranda, Sydney James Harcourt & Original Broadway Cast of ""Hamilton""",song,Musicals,Say No To This
Kirko Bangz,song,Hip-Hop/Rap,Drank In My Cup
Kane Brown,song,Country,What Ifs (feat. Lauren Alaina)
Charlie Puth,song,Pop,Marvin Gaye (feat. Meghan Trainor)
Ed Sheeran,song,Pop,Tenerife Sea
Jonathan Groff,song,Musicals,I Know Him
Billy Joel,song,Rock,Only the Good Die Young
"Christopher Jackson, Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,One Last Time
"Daveed Diggs, Leslie Odom, Jr., Okieriete Onaodowan & Original Broadway Cast of ""Hamilton""",song,Musicals,What'd I Miss
"Leslie Odom, Jr., Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,The World Was Wide Enough
"Phillipa Soo, Anthony Ramos, Lin-Manuel Miranda & Renée Elise Goldsberry",song,Musicals,Take a Break
Phillipa Soo & Lin-Manuel Miranda,song,Musicals,That Would Be Enough
Harry Styles,song,Pop,Sign of the Times
Lee Brice,song,Country,A Woman Like You
"Anthony Ramos, Lin-Manuel Miranda, Jon Rua, Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",song,Musicals,Ten Duel Commandments
"Christopher Jackson, Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,History Has Its Eyes On You
Ed Sheeran,song,Pop,I'm a Mess
"Daveed Diggs, Leslie Odom, Jr., Okieriete Onaodowan & Original Broadway Cast of ""Hamilton""",song,Musicals,Washington On Your Side
Ed Sheeran,song,Pop,Happier
Adam Lambert,song,Pop,If I Had You
Kelly Clarkson,song,Pop,Never Again
Panic! At the Disco,song,Alternative,Death of a Bachelor
"Leslie Odom, Jr., Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,Your Obedient Servant
Ed Sheeran,song,Pop,How Would You Feel (Paean)
"Daveed Diggs, Okieriete Onaodowan, Leslie Odom, Jr., Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,The Election of 1800
"Original Broadway Cast of ""Hamilton""",song,Musicals,The Reynolds Pamphlet
Miguel,song,R&B/Soul,Adorn
"Leslie Odom, Jr., Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,A Winter's Ball
"Anthony Ramos, Okieriete Onaodowan, Daveed Diggs, Lin-Manuel Miranda & Leslie Odom, Jr.",song,Musicals,The Story of Tonight (Reprise)
"Lin-Manuel Miranda, Anthony Ramos, Phillipa Soo & Original Broadway Cast of ""Hamilton""",song,Musicals,Stay Alive (Reprise)
"Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,Hurricane
Gym Class Heroes,song,Pop,Stereo Hearts (feat. Adam Levine)
Alan Jackson,song,Country,Remember When
Echosmith,song,Alternative,Cool Kids
"Anthony Ramos, Ariana DeBose, Sasha Hutchings, Ephraim Sykes, Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,Blow Us All Away
Uncle Kracker,song,Country,Follow Me
Fleetwood Mac,song,Rock,Rhiannon
Cassie,song,Hip-Hop/Rap,Me & U (Main)
"Original Broadway Cast of ""Hamilton""",song,Musicals,The Adams Administration
"Lin-Manuel Miranda, Daveed Diggs, Leslie Odom, Jr. & Okieriete Onaodowan",song,Musicals,We Know
Ed Sheeran,song,Pop,Dive
Bruno Mars,song,Pop,Treasure
Krewella,song,Dance,Alive
"Christopher Jackson, Daveed Diggs, Lin-Manuel Miranda & Okieriete Onaodowan",song,Musicals,Cabinet Battle #2
"Original Broadway Cast of ""Hamilton""",song,Musicals,Stay Alive
Lin-Manuel Miranda & Phillipa Soo,song,Musicals,Best of Wives and Best of Women
"Christopher Jackson, Daveed Diggs, Lin-Manuel Miranda & Okieriete Onaodowan",song,Musicals,Cabinet Battle #1
"Anthony Ramos, Leslie Odom, Jr., Lin-Manuel Miranda & Phillipa Soo",song,Musicals,Schuyler Defeated
"Lin-Manuel Miranda, Leslie Odom, Jr., Anthony Ramos, Christopher Jackson & Original Broadway Cast of ""Hamilton""",song,Musicals,Meet Me Inside
"Thayne Jasperson, Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""",song,Musicals,Farmer Refuted
twenty one pilots,song,Alternative,House of Gold
"Rosario Dawson, Taye Diggs, Idina Menzel, Jesse L. Martin, Adam Pascal, Tracie Thoms, Anthony Rapp & Wilson Jermaine Heredia",song,Soundtrack,Seasons of Love
D4L,song,Hip-Hop/Rap,Laffy Taffy
Foster the People,song,Alternative,Helena Beat
Disturbed,song,Hard Rock,Stricken
The Ting Tings,song,Alternative,Shut Up and Let Me Go
Young the Giant,song,Alternative,Cough Syrup
One Direction,song,Pop,18
Daryl Hall & John Oates,song,Rock,You Make My Dreams (Come True)
Jim Jones,song,Hip-Hop/Rap,We Fly High
Santana,song,Rock,Smooth (feat. Rob Thomas)
Edwin McCain,song,Pop,I'll Be
Train,song,Rock,Meet Virginia
USHER,song,R&B/Soul,U Got It Bad
Puff Daddy & Faith Evans,song,Hip-Hop/Rap,"I'll Be Missing You (feat. Faith Evans, 112)"
Carrie Underwood,song,Country,Mama's Song
Rachel Platten,song,Pop,Stand By You
Birdy,song,Soundtrack,Not About Angels
twenty one pilots,song,Alternative,Polarize
Sara Bareilles,song,Singer/Songwriter,Bottle It Up
Fleetwood Mac,song,Rock,Go Your Own Way
DJ Khaled,song,Hip-Hop/Rap,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)"
Michael Jackson & Justin Timberlake,song,Pop,Love Never Felt So Good
The Charlie Daniels Band,song,Country,The Devil Went Down to Georgia
Taylor Swift,song,Pop,Lover
The Jacksons,song,Pop,Shake Your Body (Down to the Ground)
Avenged Sevenfold,song,Hard Rock,Bat Country
JoJo,song,Pop,Music.
Men At Work,song,Rock,Down Under
Green Day,song,Alternative,Know Your Enemy
Eddie Money,song,Rock,Take Me Home Tonight
Alicia Keys,song,R&B/Soul,Fallin'
3OH!3,song,Pop,My First Kiss (feat. Ke$ha)
Lee Brice,song,Country,I Don't Dance
Calvin Harris,song,Dance,Blame (feat. John Newman)
Lee Brice,song,Country,Drinking Class
Post Malone & Swae Lee,song,Hip-Hop/Rap,Sunflower
Bill Medley & Jennifer Warnes,song,Soundtrack,(I've Had) The Time of My Life
Toby Keith,song,Country,Should've Been a Cowboy
Hot Chelle Rae,song,Pop,Tonight Tonight
Chase Rice,song,Country,Ready Set Roll
Audioslave,song,Hard Rock,Like a Stone
Bryson Tiller,song,R&B/Soul,Don't
One Direction,song,Pop,Where Do Broken Hearts Go
twenty one pilots,song,Alternative,Message Man
Harry Chapin,song,Pop,Cat's In the Cradle
Kenny Chesney,song,Country,The Boys of Fall
Christina Aguilera,song,Pop,Fighter
Bruce Springsteen,song,Rock,I'm On Fire
John Mayer,song,Rock,Your Body Is a Wonderland
Outkast,song,Hip-Hop/Rap,Ms. Jackson
Kelly Clarkson,song,Pop,Because of You
Ed Sheeran,song,Pop,Runaway
One Direction,song,Pop,Ready to Run
Panic! At the Disco,song,Alternative,Emperor's New Clothes
AFROJACK,song,Dance,Take Over Control (feat. Eva Simons) [Radio Edit]
Neil Young,song,Rock,Old Man
Kane Brown,song,Country,Heaven
Madonna,song,Pop,What It Feels Like for a Girl
Dorrough,song,Hip-Hop/Rap,Ice Cream Paint Job
twenty one pilots,song,Alternative,We Don't Believe What's On TV
Michael Jackson,song,Pop,You Rock My World
Omarion,song,R&B/Soul,Post To Be (feat. Chris Brown & Jhene Aiko)
Jake Owen,song,Country,The One That Got Away
Flo Rida,song,Hip-Hop/Rap,GDFR (feat. Sage the Gemini & Lookas)
The Lumineers,song,Alternative,Ophelia
Fun.,song,Alternative,Why Am I the One
twenty one pilots,song,Alternative,Goner
One Direction,song,Pop,Up All Night
"Plies & Akon, Akon & Plies",song,Hip-Hop/Rap,Hypnotized (feat. Akon)
Ed Sheeran,song,Pop,Drunk
Ed Sheeran,song,Pop,Nina
Theory of a Deadman,song,Rock,Bad Girlfriend
Alice In Chains,song,Hard Rock,Man In the Box
Justin Timberlake,song,Pop,Cry Me a River
Calvin Harris,song,Dance,Outside (feat. Ellie Goulding)
Eminem,song,Hip-Hop/Rap,Venom
Ed Sheeran,song,Pop,Even My Dad Does Sometimes
Michael Jackson,song,Pop,Heal the World
Chris Young,song,Country,Who I Am With You
Michael Jackson,song,Pop,Off the Wall
Kelsea Ballerini,song,Country,Peter Pan
Staind,song,Hard Rock,It's Been Awhile
Post Malone,song,Hip-Hop/Rap,Better Now
Coldplay,song,Alternative,Midnight
Lady Gaga & Bradley Cooper,song,Soundtrack,Music To My Eyes
ZAYN,song,Pop,PILLOWTALK
Staind,song,Hard Rock,So Far Away
Alice In Chains,song,Hard Rock,Man In the Box
Justin Timberlake,song,Pop,Cry Me a River
Calvin Harris,song,Dance,Outside (feat. Ellie Goulding)
Eminem,song,Hip-Hop/Rap,Venom
Ed Sheeran,song,Pop,Even My Dad Does Sometimes
Michael Jackson,song,Pop,Heal the World
Chris Young,song,Country,Who I Am With You
Michael Jackson,song,Pop,Off the Wall
Kelsea Ballerini,song,Country,Peter Pan
Staind,song,Hard Rock,It's Been Awhile
Post Malone,song,Hip-Hop/Rap,Better Now
Coldplay,song,Alternative,Midnight
Lady Gaga & Bradley Cooper,song,Soundtrack,Music To My Eyes
ZAYN,song,Pop,PILLOWTALK
Staind,song,Hard Rock,So Far Away
Luke Combs,song,Country,Beautiful Crazy
One Direction,song,Pop,Moments
Bruno Mars,song,Pop,Versace On The Floor
Three Days Grace,song,Hard Rock,Animal I Have Become
Pitbull,song,Pop,Fireball (feat. John Ryan)
Fun.,song,Alternative,All Alone
Talking Heads,song,Alternative,Once In a Lifetime
LINKIN PARK,song,Hard Rock,Numb
Passion Pit,song,Alternative,Take a Walk
Daughtry,song,Rock,Home
Fitz and The Tantrums,song,Alternative,HandClap
twenty one pilots,song,Alternative,Not Today
One Direction,song,Pop,Infinity
Pitbull,song,Pop,Fireball (feat. John Ryan)
Daft Punk & Pharrell Williams,song,Pop,Lose Yourself to Dance
Bruno Mars,song,Pop,Natalie
Blake Shelton,song,Country,Neon Light
twenty one pilots,song,Alternative,Hometown
John Mayer,song,Pop,Stop This Train
Travis Porter,song,Hip-Hop/Rap,Ayy Ladies (feat. Tyga)
One Direction,song,Pop,Girl Almighty
B.o.B,song,Hip-Hop/Rap,Airplanes (feat. Hayley Williams of Paramore)
Wiz Khalifa,song,Hip-Hop/Rap,When I'm Gone
Kelly Clarkson,song,Pop,I Do Not Hook Up
The Jacksons,song,Pop,Blame It On the Boogie
Three Days Grace,song,Hard Rock,Riot
Pitbull,song,Hip-Hop/Rap,Go Girl (feat. Trina & Young Boss)
Michael Jackson,song,Pop,Beat It
John Mayer,song,Pop,I Don't Trust Myself (With Loving You)
Beyoncé,song,Pop,Irreplaceable
DJ Khaled,song,Hip-Hop/Rap,"Out Here Grindin' (feat. Akon, Rick Ross, Young Jeezy, Lil Boosie, Plies, Ace Hood & Trick Daddy)"
Daft Punk & Panda Bear,song,Pop,Doin' it Right
Ron Pope,song,Rock,A Drop In the Ocean
Young the Giant,song,Alternative,My Body
Hozier,song,Alternative,Work Song
Ed Sheeran,song,Soundtrack,All of the Stars (Soundtrack Version)
Miranda Lambert,song,Country,Kerosene
One Direction,song,Pop,Fool's Gold
Bruno Mars,song,Pop,If I Knew
Luke Combs,song,Country,Fast Car
TLC,song,R&B/Soul,Waterfalls
One Direction,song,Pop,Half a Heart
Daughtry,song,Rock,September
One Direction,song,Pop,Happily
Camila Cabello,song,Pop,Havana (feat. Young Thug)
Shinedown,song,Hard Rock,45
Flume,song,Electronic,Never Be Like You (feat. Kai)
Fifth Harmony,song,Pop,Sledgehammer
Vampire Weekend,song,Alternative,A-Punk
Ed Sheeran,song,Pop,Shirtsleeves
Ed Sheeran,song,Pop,The Man
Ed Sheeran,song,Pop,Take It Back
Framing Hanley,song,Alternative,Lollipop (Bonus Track)
The Chicks,song,Country,Wide Open Spaces
Ed Sheeran,song,Pop,I See Fire
Billy Joel,song,Rock,It's Still Rock and Roll to Me
Ciara,song,Pop,Love Sex Magic (feat. Justin Timberlake)
Christina Aguilera,song,Musicals,Show Me How You Burlesque
*NSYNC,song,Pop,Bye Bye Bye
Bruno Mars,song,Pop,The Lazy Song
Lee Brice,song,Country,Parking Lot Party
Miranda Cosgrove,song,Soundtrack,About You Now
Blake Shelton,song,Country,Lonely Tonight (feat. Ashley Monroe)
Hootie & The Blowfish,song,Pop,Let Her Cry
Nickelback,song,Rock,I'd Come for You
Fun.,song,Alternative,Out on the Town
twenty one pilots,song,Alternative,Holding On To You
Justin Timberlake,song,Pop,Say Something (feat. Chris Stapleton)
Fun.,song,Alternative,All Alright
John Mayer,song,Pop,Vultures
Ed Sheeran,song,Pop,Nancy Mulligan
Meek Mill,song,Hip-Hop/Rap,All Eyes On You (feat. Chris Brown & Nicki Minaj)
KALEO,song,Alternative,Way Down We Go
Echosmith,song,Alternative,Bright
John Mayer,song,Pop,Belief
Billy Joel,song,Pop,The Longest Time
Three Days Grace,song,Hard Rock,Never Too Late
Stone Sour,song,Hard Rock,Through Glass
Chicago,song,Rock,Hard to Say I'm Sorry / Get Away
Madonna,song,Pop,Like a Prayer
Rob Thomas,song,Pop,Ever the Same
Bruce Springsteen,song,Rock,Born In the U.S.A.
Lauren Daigle,song,Christian,You Say
Bruno Mars,song,Pop,Show Me
Casting Crowns,song,Christian,Praise You In This Storm
Fugees,song,Hip-Hop/Rap,Killing Me Softly With His Song
Ben E. King,song,R&B/Soul,Stand By Me
Michael Jackson,song,Pop,The Girl Is Mine
Fun.,song,Alternative,One Foot
John Mayer,song,Pop,I'm Gonna Find Another You
Kid Rock,song,Hard Rock,Cowboy
Carrie Underwood,song,Country,Church Bells
Gavin DeGraw,song,Rock,In Love With a Girl
Tenth Avenue North,song,Christian,By Your Side
Casting Crowns,song,Christian,Who Am I
The Jacksons,song,Pop,Can You Feel It
Panic! At the Disco,song,Alternative,But It's Better If You Do
Christina Perri,song,Soundtrack,"A Thousand Years, Pt. 2 (feat. Steve Kazee)"
Chase Rice,song,Country,Ride (feat. Macy Maloy)
Flo Rida,song,Hip-Hop/Rap,Who Dat Girl (feat. Akon)
